protein,LHON,MELAS,ADOA,Leigh,MERRF,KSS,Alpers,LBSL,PDD,PEO,MS,Parkin,ALS,AD,Epil,Schiz,FA,HSP,WD
Q07812,0.0,0.016010654666511845,0.00859925234395105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01985341355710346,0.0452865138735527,0.02313619058953152,0.06855979455616314,0.03005784703917158,0.015773786901660175,0.005231928320759598,0.0,0.007372028784572488
Q9Y2S7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02543862027449693,0.0396138760119364,0.023825293112372,0.0753395136695463,0.020711361297953344,0.017801725578382697,0.011877507562889059,0.0,0.018638522919397413
P42574,0.010255249108592136,0.010806820741798605,0.003605056927922488,0.005053031177866141,0.0,0.0,0.0036127164766919977,0.0,0.0,0.007224859837573746,0.021161674496312358,0.057055275263724385,0.029669382336834832,0.11023623041287496,0.034628098279898274,0.01795998978578455,0.01301644826822438,0.011367677561520555,0.01634169819980541
P30405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013283723470149993,0.015781047582532917,0.01274527212277541,0.029863809535947694,0.009151362628606654,0.0,0.0,0.0,0.0
Q14318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006085287928543219,0.0053404686983152035,0.008911842478624385,0.012032407509071094,0.003584627500212713,0.0,0.0,0.0,0.0
Q14790,0.0,0.0,0.0,0.004258686450075043,0.0,0.0,0.0,0.0,0.0,0.0,0.02064103189949917,0.017102440283500806,0.01281686916132199,0.02804104101035425,0.01230213763350264,0.003544989557566737,0.0,0.0,0.0
Q13057,0.0,0.0,0.0,0.006858328082724582,0.0,0.0,0.0,0.0,0.0,0.0,0.014748261212784837,0.012062740744655149,0.014465223045697646,0.02523962247389729,0.008265753276841481,0.005707260372151621,0.0,0.005022041981512215,0.0
Q96AY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006088539254388772,0.0053433220725696475,0.008916604012363214,0.006886651091088225,0.0035865427410649102,0.0,0.0,0.0,0.0
P27695,0.0,0.0,0.0,0.0,0.0,0.0,0.0049093823931133955,0.0,0.0,0.0,0.013496439507228102,0.013673323796987852,0.01755254338043524,0.020188637772996624,0.013430688495919251,0.005700079784156881,0.0,0.0,0.0
P55211,0.0,0.0,0.0,0.006754151120572745,0.0,0.0,0.007783474015290855,0.0,0.0,0.0,0.01268227643017488,0.02334664043102587,0.018266417918573398,0.02352648520597114,0.015821299994830146,0.0070738007864139954,0.006058652955961313,0.0,0.0
P21796,0.0,0.0,0.0,0.0,0.006013824233820815,0.0,0.0,0.0,0.0,0.0,0.0,0.015304904656048729,0.012427496058459223,0.026502541118161027,0.0082454475475837,0.009337319948706742,0.0,0.005009704784721753,0.0
Q13232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005343024446956877,0.0,0.010407239740045184,0.0035863429689069626,0.0,0.0,0.0,0.0
O00746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006754394478820393,0.0,0.00971428980028628,0.00358649053165228,0.0,0.0,0.0,0.0
O75414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006754394478820393,0.0,0.00971428980028628,0.00358649053165228,0.0,0.0,0.0,0.0
Q8NI37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00976033707096192,0.0,0.008132986034890488,0.017650810326758276,0.016759478160257794,0.0669870792224139,0.022850916254682902,0.016298024276159534,0.0,0.0,0.0
Q99714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011372943247557244,0.006682676341420125,0.039763129825660014,0.015337906643333944,0.0,0.0,0.0,0.0
Q14596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00337056968789655,0.003439433836094941,0.0054502435241134345,0.0,0.0,0.0,0.0,0.0
P24311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003370713545455586,0.0,0.005450476143166631,0.0,0.0,0.0,0.0,0.0
Q9Y3D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010726805438646871,0.0,0.013164719604161278,0.0,0.0,0.0,0.0,0.0
Q13162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003370944626026845,0.0,0.003434397074305394,0.0,0.0,0.0,0.0,0.0
O00483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038371006377032244,0.006759846293556015,0.0,0.009702593514996027,0.0,0.0,0.0,0.0,0.0
O15527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007597104814833492,0.01658656611793708,0.003389100989485954,0.0273853828313602,0.0,0.007199140232940512,0.0,0.0,0.0
Q99623,0.005616129620461204,0.014156672161929553,0.01587189745781954,0.0,0.005909421936920479,0.0,0.0,0.0,0.0,0.0,0.009706928998971682,0.01456980115114374,0.00941792627934475,0.0210628151386242,0.019785072461152943,0.02505431802863893,0.0,0.013432522458848298,0.0
P40926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067175290887566755,0.012549508097443977,0.0156116605848791,0.00927725505644808,0.012259631944227332,0.0038941082376524783,0.01027535460977078,0.008736344526523294
Q9UL12,0.00528485507318852,0.0220360897608878,0.0,0.015541652839158959,0.01165890116451947,0.02461947884982749,0.0,0.0,0.0,0.013501108485865457,0.019856040239472163,0.020002755872564046,0.00732912754801955,0.03230530917728573,0.02527470916294076,0.02187608862369424,0.0,0.004632360639174936,0.0
P17540,0.005348055889469118,0.01846739855007712,0.0,0.0,0.00917264852803833,0.016237847340925315,0.0,0.0,0.004763683671497879,0.01098477883490831,0.013110029690523748,0.018326021655067262,0.02177443747838705,0.02286335873233591,0.021913228473531682,0.03366945342134501,0.012642811259813676,0.0,0.00508795534859761
P12532,0.005351690331239015,0.018479948659137102,0.0,0.0,0.009178882093588107,0.015176195229919996,0.0,0.0,0.004766920984508829,0.010992243891342979,0.0131189390288883,0.018338475686953945,0.02178923499111373,0.022878896256193982,0.021928120306101025,0.03369233457113348,0.01265140308500796,0.0,0.005091413030758098
Q9UJA2,0.0,0.0,0.0,0.00693250946092683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005342847748012054,0.0034350125082726747,0.008887595348557313,0.011490759245786507,0.008485014038946956,0.0,0.0,0.0
P00395,0.0,0.005432629677379248,0.0,0.017200629286373906,0.0,0.010091215436509305,0.0,0.0,0.0,0.0,0.016489243936613353,0.019236766840810247,0.0,0.011873890080163292,0.012972448357961651,0.015896846480836908,0.00385870300674571,0.0,0.0
Q9HC21,0.0,0.0,0.0,0.011372451719884031,0.0,0.0,0.0,0.0,0.0,0.0,0.008898252987403099,0.015654946952169575,0.0,0.012790252799821236,0.015817911446219364,0.014985248325207675,0.0125044920452159,0.0,0.0
P50416,0.0,0.0,0.0,0.004365487582507128,0.0,0.004969889896935084,0.0,0.0,0.0,0.0,0.009988488102459293,0.0033667998022606487,0.0,0.008905398435861878,0.008341389354805724,0.0,0.0,0.0,0.0
Q96PN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013447435411323832,0.005326339206346332,0.0,0.017664197741554578,0.010075384653507295,0.0,0.0,0.0,0.0
P00480,0.0,0.0,0.0,0.0043516647603726215,0.0,0.0,0.0,0.0,0.0,0.0,0.014500035472118929,0.0,0.0054326268510053385,0.014669149946960062,0.013998936160906156,0.0,0.0,0.0,0.0
P55809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003838114403325249,0.0,0.0,0.006888393178567568,0.0071860483312029995,0.0,0.0,0.0,0.0
Q5SXM8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01927067208702402,0.012226993009565605,0.0,0.010329379943119424,0.011975378619287642,0.0,0.0,0.0,0.0
Q86Y79,0.0,0.0,0.0,0.0,0.0,0.00993660167031034,0.0,0.0,0.0,0.0,0.026615285794477837,0.013988460624433373,0.012639354313239436,0.018175438161203275,0.02513987665511189,0.00998777349465519,0.0,0.0,0.008524275744672096
Q9Y3E5,0.0,0.0,0.0,0.0,0.0,0.00993660167031034,0.0,0.0,0.0,0.0,0.026615285794477837,0.013988460624433373,0.012639354313239436,0.018175438161203275,0.02513987665511189,0.00998777349465519,0.0,0.0,0.008524275744672096
P48735,0.0,0.0,0.0,0.0,0.0,0.0078005105861817595,0.0,0.0,0.0,0.0,0.011486674447597428,0.01797857400391116,0.010230669317580328,0.016851602848083236,0.025428295355111284,0.003577020521811733,0.0,0.0,0.0
Q9NR28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010808943549132905,0.00784150354570559,0.006883140607129109,0.012886343325475093,0.013516094864656934,0.0,0.0,0.0,0.0
Q9NP92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014694235947382131,0.012150274973096134,0.010302238819463941,0.013230684736083995,0.02196861865908922,0.0036020438676971885,0.0,0.0,0.0
Q9NVV4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01469678506407931,0.01168641886250504,0.010304026024262274,0.01323297995983681,0.021972429716216543,0.0036026687406201493,0.0,0.0,0.0
Q13794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0129585858655513,0.014385171511063244,0.0,0.007943297460261766,0.01755163412058826,0.00573811817478836,0.0,0.0,0.0
P31327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011596169299454308,0.007820159403662142,0.0,0.011480051908582992,0.01796936600212185,0.00574659486167036,0.0,0.0,0.0
Q16836,0.0,0.0,0.0,0.0,0.0,0.0,0.007844494689648042,0.0,0.0,0.0,0.02103987123128839,0.012060795182191173,0.0,0.021893992701284663,0.021315682958450148,0.0114433236232178,0.0,0.0,0.0
O00408,0.019899057315401543,0.0,0.0,0.0,0.0,0.00440442800432079,0.007098751894320913,0.00676473665457751,0.0,0.0,0.03725751477444384,0.02345443615159937,0.007101334508179255,0.03586529197101065,0.015903075528367044,0.04080204672000449,0.0034704684232997013,0.004499537956712008,0.0
O95258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003837822179527833,0.006755687060960802,0.0,0.0034331104290948804,0.0,0.007296608627357404,0.0,0.0,0.0
O95847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006079996522786839,0.01079888157517104,0.0054459322596594325,0.010347927698354206,0.0,0.01275629292255396,0.0,0.0,0.0
Q9P0J6,0.0,0.0,0.0,0.004321439835101489,0.0,0.011787558751671616,0.0,0.0,0.0,0.004791752863631434,0.00992824912701022,0.013412173749703195,0.006830614003381564,0.017012972339495825,0.014819460645123057,0.008400804879481149,0.0,0.0080479380539598,0.0
P51648,0.01642707650455115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015611275353424938,0.022565404324470004,0.007833368907568306,0.02018663764667996,0.016872794817398867,0.013087390984047416,0.0,0.007903661214716909,0.0
O95831,0.013425171947252712,0.0,0.0,0.0,0.0,0.004861359151371293,0.0,0.0,0.0,0.0,0.014336842169110471,0.018796295968259755,0.01938014938899986,0.02183487206560184,0.018023708946296586,0.009218510767745094,0.0,0.011690135638399182,0.0
P22830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012586082553093791,0.009643970107463913,0.009639960622033487,0.013890926604981894,0.012668800129334452,0.012939639088514386,0.0,0.0
Q9Y3B8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003815334254785899,0.0166349687242536,0.012419836132059058,0.01571617060474081,0.014218725520087072,0.010192065387875092,0.006203848487999593,0.0,0.0
Q9BZ23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005138782596135082,0.0,0.008937229618322533,0.011764408335851932,0.009674564642855184,0.012434668138365072,0.014646404723643862,0.012747573634423193,0.0061948154404106535,0.0,0.0
P00367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013345241748979018,0.0,0.010530375338995913,0.020873088197837533,0.011242138124400456,0.015843481866327988,0.026591346400427585,0.025500194599695828,0.006027334335544228,0.0,0.0
Q9H2D1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010737604116407852,0.0,0.006859848493008771,0.01082162116137608,0.014618039330714438,0.003910818860048475,0.0,0.0
P21397,0.005133588539122888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010367847660194794,0.045466959981091584,0.008608732646376864,0.03994627937741182,0.020074611951252583,0.044338508968090565,0.0,0.0,0.007786320008634503
P05091,0.0,0.005326812156929459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025931752709262103,0.003319359005816657,0.031599591449568615,0.017035382064633398,0.016797307615810622,0.0,0.007811424573674134,0.0
P34913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011295267329955193,0.0,0.01154301265152961,0.01148252654132908,0.008467330062398408,0.0,0.0,0.0
P09417,0.0,0.0,0.0,0.004360566034161275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011292510697556516,0.0,0.011523249963897293,0.0120749194517474,0.010942701428388869,0.0,0.0,0.0
Q14296,0.0,0.017555818881380872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017111186995361276,0.011392556195970559,0.003313671149827188,0.033169675434680516,0.0185982516354608,0.016449924727420673,0.016352207161862534,0.0,0.0
Q9NNW7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0060845557830902005,0.0,0.0,0.010975512469296622,0.0056904380119262386,0.009486156365967151,0.0,0.0,0.0
Q9NRV9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010807961580839829,0.0,0.0,0.015972165643750282,0.003578670077551031,0.007268738731065578,0.0,0.0,0.0
P07954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008241112099232034,0.0,0.009979865784606624,0.005335086728005179,0.005445178811016268,0.010365265968755116,0.008334188854628695,0.005759376484417687,0.0,0.0,0.0
P51659,0.008918986666604147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029584874822522443,0.01831601256836449,0.01164593364560778,0.02596520830570886,0.016298336019484702,0.016242379080474864,0.0,0.0,0.0
P78540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02123509770590891,0.010061019557020951,0.01368164615908547,0.01961269676197797,0.016552294443929538,0.012010765122020888,0.0,0.004997684434004319,0.0
P55851,0.0,0.0,0.0,0.008698696202338832,0.0,0.0,0.0,0.0,0.00511898372557258,0.0,0.01987527966700991,0.013552083102526164,0.014751364683636603,0.012359696778353928,0.010717227686163944,0.013589980723966012,0.0,0.0,0.0
Q8NFU3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025644136202077804,0.024422862734485032,0.02511354419042397,0.019700032812914724,0.01299278942854022,0.024989938682691427,0.0,0.0097772471521161,0.0
Q16762,0.0,0.0,0.0,0.0,0.0,0.011406737673892924,0.0,0.0,0.0,0.0,0.025039023862651787,0.02285720608570517,0.02521681057587633,0.018951890155119038,0.018928272529146053,0.017806945290054218,0.003751272788742832,0.009817450994529487,0.0
O43772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038230281376509852,0.006729645229783773,0.0,0.017394770725585824,0.012541961270837357,0.01276040306456205,0.0,0.0,0.0
Q9UG56,0.0,0.007721173695065861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014692788460721497,0.022150119453929428,0.009096276848397271,0.05222755739061735,0.03198909377443759,0.053053070976467685,0.0,0.0,0.0
Q92934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003798253880205789,0.011735881752584002,0.006827747561069543,0.018124915019915228,0.012931927134138559,0.021521458935268762,0.0,0.0,0.0
O60218,0.0,0.0054116144876435535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016846774666187184,0.009977956662931615,0.0,0.021677773201795245,0.012423916033070123,0.0234953349274219,0.0038437762805309437,0.0,0.010943778060572104
Q13323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003833844069439806,0.00534277158118453,0.0,0.007989909140449359,0.005684071367789552,0.013284872262290092,0.0,0.0,0.0
P49675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012175430851872927,0.007737545672549585,0.0,0.0185069313157568,0.016232554791776908,0.02484811515612675,0.0,0.0,0.0
P25705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006070046185773964,0.0033588529488910233,0.0,0.014007893368038104,0.008321700688417814,0.01685252433369729,0.0,0.0,0.0
Q96QU6,0.0,0.0109930402883102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016398701270670942,0.013501265581057804,0.006776848305585946,0.017494939224752936,0.01710140702541261,0.021248248057255604,0.007743501814090425,0.0,0.0
P49327,0.0,0.018087005291877862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02411968718484249,0.017848405107129033,0.022126732629953055,0.027319280115649613,0.021649173661878626,0.02628333489113881,0.008630270691405866,0.0,0.008345386251615003
P07108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013843214219353469,0.006716611618747265,0.0,0.011984883837082834,0.015322477423884134,0.01753660876007268,0.0,0.0,0.0
Q9UHK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012901216862881313,0.0067435575084926775,0.0,0.006869979586884252,0.009334309488524484,0.013780365472226008,0.0,0.0,0.0
Q9NP81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03760254870637473,0.00913547033794771,0.006595180017437832,0.020071936043602117,0.01883415958171563,0.02269833293970828,0.0,0.0,0.0
P55957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030189490419636537,0.013939597522335258,0.005228645829316263,0.02220290217991277,0.021664179583530733,0.024791532726710842,0.0,0.0,0.0
P55789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008922300181740853,0.010081525764356858,0.010378803352001104,0.015215204728522275,0.016958089099664203,0.013662093209213228,0.0,0.005048431432384111,0.0
Q7L3V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006075621098453901,0.008749759868868357,0.009719611620302566,0.013642676425923136,0.010844592862180692,0.009410706115846806,0.0,0.0,0.0
Q00325,0.0,0.0,0.009618741046702716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02460503867196632,0.018105880425064613,0.0032891922643997983,0.02524313208208966,0.02179634952628084,0.02460002043965495,0.0,0.0,0.01882221045293229
Q6IB77,0.00739806038634397,0.0,0.0,0.003493432289519721,0.0,0.0,0.012372332542384687,0.006108403531518927,0.00412878664906621,0.0,0.03351647873643388,0.02236606140415167,0.015216223117652897,0.04695708510725287,0.059581170386092286,0.05346500922629209,0.0031337541511780843,0.0,0.013166476502945182
Q8NE62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02302934511670991,0.014990356063993425,0.008506712643305072,0.02855482510534712,0.02559694716006509,0.031293841400610936,0.0,0.0,0.008387338648074661
P28838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011623898138917056,0.006716035273228676,0.0,0.014277241621268632,0.01469159139943053,0.014873471120189144,0.0,0.0,0.005489213320719179
Q96EY8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0134518683740197,0.01121105559279403,0.009634852753403868,0.014701555907802331,0.019975065182087182,0.016882004203786802,0.0,0.0,0.0
Q9UI32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02058062144950945,0.01369832884475482,0.01081102327782222,0.019106326064399496,0.019586741419769484,0.020594760199992138,0.0,0.0,0.0
P00390,0.008954694281577469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019216027675558592,0.018079710829863743,0.010042469634334058,0.02275049852743136,0.02525345223027743,0.021940453113985032,0.003761885278856069,0.0,0.008498577891092068
P21549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015320306796234659,0.017694077422943908,0.005372363220853834,0.020713193826881547,0.01814881487521391,0.014824043662826828,0.0,0.005000019596987785,0.005426874520585774
Q9Y2Q3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027321821227289458,0.02800543014660389,0.015128301604435363,0.037951767800932616,0.03389677272040363,0.03231942105466015,0.0,0.0,0.01467618275678527
O94925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018067983948149492,0.015688953672408346,0.011343647707361636,0.02150943492726815,0.01953351578580214,0.02056131588907196,0.0,0.0,0.011014891509108754
P17612,0.0,0.0,0.0,0.0069016129694533974,0.0,0.0,0.0,0.0,0.0,0.0,0.00764678020775481,0.007803569236462115,0.005416676393116207,0.01962934060617824,0.012059122713507451,0.010960009169994164,0.006190930151224383,0.0,0.0
P40305,0.0,0.0,0.0,0.008703966316881705,0.0,0.0,0.0,0.0,0.0,0.0,0.014096378337017053,0.012226274347164695,0.003410710511792497,0.019239345018642655,0.012041193640720576,0.0072450432561712436,0.0,0.0,0.0
O95139,0.0,0.0,0.0,0.004366534956265405,0.0,0.0,0.0,0.0,0.0,0.0,0.007713898861221868,0.005345023282877921,0.0,0.009662118004142052,0.005691664620534822,0.007292117253531655,0.0,0.0,0.0
Q96E52,0.0,0.0,0.0046328637008604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023520285762485254,0.017320095155349918,0.009130296909010774,0.039727652178687366,0.01609857827917022,0.02971435193360166,0.013897153668152707,0.004743271705322405,0.008207670517107822
Q15070,0.0,0.0,0.0,0.0041979532996277115,0.0,0.0,0.0,0.0,0.0,0.0,0.023776141421373024,0.01616879896699226,0.009360119071078726,0.030582209804598068,0.01733315197497655,0.02004202222214192,0.019809655322727854,0.0,0.0
O43676,0.017712177846746113,0.0,0.0,0.0053451171918124495,0.004686886717219021,0.0,0.0,0.0,0.0,0.003722368681216557,0.053949088480156636,0.031373543595859366,0.014347739852063128,0.07476401589601862,0.045373903935458065,0.033347730050405686,0.0,0.0,0.0
P30536,0.0047012942826467575,0.0044748207539454755,0.011645702004339236,0.0,0.0,0.010854271101779821,0.0,0.006195404867698685,0.0,0.0,0.05650419097091485,0.02341417007640135,0.01814578137058491,0.06610948535650259,0.033658922909658176,0.029392387686702406,0.014972845457109588,0.0,0.00447264873163066
A6NK06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025053351604536724,0.018903588758318542,0.01267584935370302,0.05571383860653475,0.017305932610306943,0.02539219676649324,0.005740894065574174,0.0,0.0
P24752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024054569689546067,0.013323004127631651,0.00938186899938488,0.03369820711783513,0.01218592468011205,0.017625270219774072,0.0,0.0,0.0
P14324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008923584516393421,0.010712297918697156,0.0,0.017608602915527398,0.007152915247382781,0.01277884525942045,0.0,0.0,0.0
Q16548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014700083564962932,0.013431880754311771,0.0,0.03381232250219016,0.013832199646314543,0.022175925767587232,0.0,0.0,0.0
Q9NP58,0.0,0.0,0.0,0.0,0.0,0.004127291288955758,0.004127022139424928,0.02129238229329608,0.0,0.0,0.0366724010707754,0.031209180647054694,0.014907104605990056,0.05355421352044981,0.036108785540003935,0.03478174027996592,0.0,0.0,0.011062430585175744
P04040,0.010322129666638782,0.008169411365472286,0.0,0.009172072963603691,0.004459665641510885,0.0036365142871157756,0.02061494759417371,0.005585302216045753,0.0,0.005653552507619189,0.03751871497993993,0.03894536752915762,0.01893576942904001,0.06799697217493854,0.04137289664424585,0.05190807390009145,0.00676789230430119,0.003715041782712993,0.021593970783165616
P43155,0.007775725754481776,0.0,0.0,0.003671769356640901,0.0,0.00418012629392599,0.013003930728980758,0.006420232895972848,0.0,0.0,0.032695582692780466,0.021869246340389524,0.014046245041538015,0.04984532099084223,0.035870250796816695,0.04902334992318175,0.003293729922306241,0.0,0.011096971662421636
P35270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014302102573066394,0.020549274771258792,0.0,0.025660183964880567,0.02338874263706834,0.015697090177466743,0.0,0.0,0.0
Q08426,0.0,0.0,0.0,0.0,0.0,0.0,0.007807451258207147,0.0,0.0,0.0,0.016376353742994416,0.022709857587625542,0.003348659375484036,0.028213143024028994,0.01630851335324773,0.011334752862198016,0.0,0.0,0.0
P30041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012218856608692263,0.020347069264003773,0.0034096826936616488,0.016766130436345974,0.012540707977480754,0.009404226672511031,0.0,0.0,0.0
O14561,0.0,0.0,0.0,0.004289243939063947,0.0,0.0,0.0,0.0,0.0,0.0,0.014902790762267025,0.01738119468816889,0.013526560256095069,0.022227182656245837,0.018881670749837026,0.014412846438383413,0.00906370833284877,0.0,0.005414411188069361
P32119,0.006839024385605586,0.00956671363000764,0.0,0.0,0.00447164538436156,0.008890332364035183,0.003646045063975415,0.0,0.0,0.0035514220284228416,0.050186239527804793,0.04269977003436506,0.0229277065809169,0.07152249336684914,0.03651551016122579,0.03295535475510568,0.013085370072541413,0.003725021285396368,0.026073124380799197
P07203,0.007933079956084058,0.0,0.0,0.0,0.005186985506888687,0.004229587690899796,0.0,0.0,0.0,0.004119551754863627,0.02845076996307405,0.03482936593711728,0.01750757284509736,0.04167372875533765,0.030416129908282737,0.03199824039982525,0.014764572405594138,0.0,0.025368683398833358
P36969,0.008003922158878175,0.0,0.0,0.0,0.005233305155903108,0.004267357801700761,0.0,0.0,0.0,0.004156339247546729,0.028501666990475093,0.033685424852718464,0.017867129440949245,0.0433825043064716,0.02977026399348805,0.02757893619097332,0.014416500993905606,0.0,0.023743537165606145
Q16698,0.0,0.013350461120604708,0.0,0.0,0.011222272534163698,0.009197318519619866,0.0,0.0,0.0,0.0,0.0219414456654354,0.03619802716222889,0.02161279069989127,0.04305810030163016,0.024077729616767258,0.019693741948345025,0.00351689257344124,0.0,0.0
Q9HBH1,0.0,0.0,0.0,0.0,0.0,0.004934720530081789,0.0,0.0,0.0,0.0,0.011615535500147885,0.016283231394365376,0.010344719194268251,0.01630351335057434,0.009274995562059636,0.015442857696312227,0.0038883123439995,0.0,0.0
P16260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007698307998705184,0.010135045603777471,0.005447759602327562,0.012025978716073749,0.0056880820247657456,0.008471515474183048,0.0,0.0,0.0
Q13011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007708983726573377,0.0,0.0,0.0034335925603004697,0.0,0.0,0.0,0.0,0.0
Q92843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003839168521688947,0.0,0.0,0.0034343147947737047,0.0,0.0,0.0,0.0,0.0
