,num,ID,name,protein
94,94,R-HSA-5389840,Mitochondrial translation elongation,P51398
95,95,R-HSA-5389840,Mitochondrial translation elongation,P49411
96,96,R-HSA-5389840,Mitochondrial translation elongation,Q13405
97,97,R-HSA-5389840,Mitochondrial translation elongation,Q9NRX2
98,98,R-HSA-5389840,Mitochondrial translation elongation,Q9NQ50
99,99,R-HSA-5389840,Mitochondrial translation elongation,Q9Y399
100,100,R-HSA-5389840,Mitochondrial translation elongation,Q9BYN8
101,101,R-HSA-5389840,Mitochondrial translation elongation,Q9Y3B7
102,102,R-HSA-5389840,Mitochondrial translation elongation,Q8TAE8
103,103,R-HSA-5389840,Mitochondrial translation elongation,Q6P161
104,104,R-HSA-5389840,Mitochondrial translation elongation,Q15070
105,105,R-HSA-5389840,Mitochondrial translation elongation,P82673
106,106,R-HSA-5389840,Mitochondrial translation elongation,Q96RP9
107,107,R-HSA-5389840,Mitochondrial translation elongation,P82675
108,108,R-HSA-5389840,Mitochondrial translation elongation,Q7Z7H8
109,109,R-HSA-5389840,Mitochondrial translation elongation,P49406
110,110,R-HSA-5389840,Mitochondrial translation elongation,Q96BP2
111,111,R-HSA-5389840,Mitochondrial translation elongation,Q6P1L8
112,112,R-HSA-5389840,Mitochondrial translation elongation,P82909
113,113,R-HSA-5389840,Mitochondrial translation elongation,P52815
114,114,R-HSA-5389840,Mitochondrial translation elongation,Q9H2W6
115,115,R-HSA-5389840,Mitochondrial translation elongation,Q9Y2Q9
116,116,R-HSA-5389840,Mitochondrial translation elongation,Q86TS9
117,117,R-HSA-5389840,Mitochondrial translation elongation,Q5T653
118,118,R-HSA-5389840,Mitochondrial translation elongation,O60783
119,119,R-HSA-5389840,Mitochondrial translation elongation,Q14197
120,120,R-HSA-5389840,Mitochondrial translation elongation,Q4U2R6
121,121,R-HSA-5389840,Mitochondrial translation elongation,P82663
122,122,R-HSA-5389840,Mitochondrial translation elongation,P82664
123,123,R-HSA-5389840,Mitochondrial translation elongation,Q92552
124,124,R-HSA-5389840,Mitochondrial translation elongation,Q9Y291
125,125,R-HSA-5389840,Mitochondrial translation elongation,Q9NYK5
126,126,R-HSA-5389840,Mitochondrial translation elongation,P43897
127,127,R-HSA-5389840,Mitochondrial translation elongation,Q96EY7
128,128,R-HSA-5389840,Mitochondrial translation elongation,Q9BQ48
129,129,R-HSA-5389840,Mitochondrial translation elongation,Q9Y2R5
130,130,R-HSA-5389840,Mitochondrial translation elongation,Q9NP92
131,131,R-HSA-5389840,Mitochondrial translation elongation,Q8N5N7
132,132,R-HSA-5389840,Mitochondrial translation elongation,Q9NZE8
133,133,R-HSA-5389840,Mitochondrial translation elongation,Q9BYD6
134,134,R-HSA-5389840,Mitochondrial translation elongation,Q9Y2R9
135,135,R-HSA-5389840,Mitochondrial translation elongation,O75394
136,136,R-HSA-5389840,Mitochondrial translation elongation,Q9Y3D9
137,137,R-HSA-5389840,Mitochondrial translation elongation,Q8TCC3
138,138,R-HSA-5389840,Mitochondrial translation elongation,Q9Y3D3
139,139,R-HSA-5389840,Mitochondrial translation elongation,Q9P0M9
140,140,R-HSA-5389840,Mitochondrial translation elongation,Q9NWT8
141,141,R-HSA-5389840,Mitochondrial translation elongation,Q9BYD3
142,142,R-HSA-5389840,Mitochondrial translation elongation,Q9BYD2
143,143,R-HSA-5389840,Mitochondrial translation elongation,Q9Y3D5
144,144,R-HSA-5389840,Mitochondrial translation elongation,Q9BYD1
145,145,R-HSA-5389840,Mitochondrial translation elongation,P82650
146,146,R-HSA-5389840,Mitochondrial translation elongation,Q92665
147,147,R-HSA-5389840,Mitochondrial translation elongation,P09001
148,148,R-HSA-5389840,Mitochondrial translation elongation,P82930
149,149,R-HSA-5389840,Mitochondrial translation elongation,Q7Z7F7
150,150,R-HSA-5389840,Mitochondrial translation elongation,P82932
151,151,R-HSA-5389840,Mitochondrial translation elongation,Q16540
152,152,R-HSA-5389840,Mitochondrial translation elongation,P82933
153,153,R-HSA-5389840,Mitochondrial translation elongation,15996
154,154,R-HSA-5419276,Mitochondrial translation termination,Q96A35
155,155,R-HSA-5419276,Mitochondrial translation termination,Q96DV4
156,156,R-HSA-5419276,Mitochondrial translation termination,Q96EL2
157,157,R-HSA-5419276,Mitochondrial translation termination,Q7Z2W9
158,158,R-HSA-5419276,Mitochondrial translation termination,Q96EL3
159,159,R-HSA-5419276,Mitochondrial translation termination,Q9P015
160,160,R-HSA-5419276,Mitochondrial translation termination,Q9H0U6
161,161,R-HSA-5419276,Mitochondrial translation termination,Q8IXM3
162,162,R-HSA-5419276,Mitochondrial translation termination,Q9BYC9
163,163,R-HSA-5419276,Mitochondrial translation termination,Q9BYC8
164,164,R-HSA-5419276,Mitochondrial translation termination,Q9NVS2
165,165,R-HSA-5419276,Mitochondrial translation termination,Q9BQC6
166,166,R-HSA-5419276,Mitochondrial translation termination,Q9NX20
167,167,R-HSA-5419276,Mitochondrial translation termination,Q9NWU5
168,168,R-HSA-5419276,Mitochondrial translation termination,Q9P0J6
169,169,R-HSA-5419276,Mitochondrial translation termination,Q9Y6G3
170,170,R-HSA-5419276,Mitochondrial translation termination,Q9BZE1
171,171,R-HSA-5419276,Mitochondrial translation termination,Q9HD33
172,172,R-HSA-5419276,Mitochondrial translation termination,O15235
173,173,R-HSA-5419276,Mitochondrial translation termination,Q13084
174,174,R-HSA-5419276,Mitochondrial translation termination,Q9H9J2
175,175,R-HSA-5419276,Mitochondrial translation termination,Q96GC5
176,176,R-HSA-5419276,Mitochondrial translation termination,P82921
177,177,R-HSA-5419276,Mitochondrial translation termination,Q8N983
178,178,R-HSA-5419276,Mitochondrial translation termination,O75616
179,179,R-HSA-5419276,Mitochondrial translation termination,P82912
180,180,R-HSA-5419276,Mitochondrial translation termination,Q9Y676
181,181,R-HSA-5419276,Mitochondrial translation termination,P82914
182,182,R-HSA-5419276,Mitochondrial translation termination,P51398
183,183,R-HSA-5419276,Mitochondrial translation termination,Q969S9
184,184,R-HSA-5419276,Mitochondrial translation termination,Q13405
185,185,R-HSA-5419276,Mitochondrial translation termination,Q9NRX2
186,186,R-HSA-5419276,Mitochondrial translation termination,Q9NQ50
187,187,R-HSA-5419276,Mitochondrial translation termination,Q9Y399
188,188,R-HSA-5419276,Mitochondrial translation termination,Q9BYN8
189,189,R-HSA-5419276,Mitochondrial translation termination,Q9Y3B7
190,190,R-HSA-5419276,Mitochondrial translation termination,Q8TAE8
191,191,R-HSA-5419276,Mitochondrial translation termination,Q6P161
192,192,R-HSA-5419276,Mitochondrial translation termination,Q15070
193,193,R-HSA-5419276,Mitochondrial translation termination,P82673
194,194,R-HSA-5419276,Mitochondrial translation termination,P82675
195,195,R-HSA-5419276,Mitochondrial translation termination,Q7Z7H8
196,196,R-HSA-5419276,Mitochondrial translation termination,P49406
197,197,R-HSA-5419276,Mitochondrial translation termination,Q96E11
198,198,R-HSA-5419276,Mitochondrial translation termination,Q96BP2
199,199,R-HSA-5419276,Mitochondrial translation termination,Q6P1L8
200,200,R-HSA-5419276,Mitochondrial translation termination,P82909
201,201,R-HSA-5419276,Mitochondrial translation termination,P52815
202,202,R-HSA-5419276,Mitochondrial translation termination,Q9H2W6
203,203,R-HSA-5419276,Mitochondrial translation termination,Q9Y2Q9
204,204,R-HSA-5419276,Mitochondrial translation termination,Q86TS9
205,205,R-HSA-5419276,Mitochondrial translation termination,Q5T653
206,206,R-HSA-5419276,Mitochondrial translation termination,O60783
207,207,R-HSA-5419276,Mitochondrial translation termination,Q14197
208,208,R-HSA-5419276,Mitochondrial translation termination,Q4U2R6
209,209,R-HSA-5419276,Mitochondrial translation termination,P82663
210,210,R-HSA-5419276,Mitochondrial translation termination,P82664
211,211,R-HSA-5419276,Mitochondrial translation termination,Q92552
212,212,R-HSA-5419276,Mitochondrial translation termination,Q9Y291
213,213,R-HSA-5419276,Mitochondrial translation termination,Q9NYK5
214,214,R-HSA-5419276,Mitochondrial translation termination,Q96EY7
215,215,R-HSA-5419276,Mitochondrial translation termination,Q9BQ48
216,216,R-HSA-5419276,Mitochondrial translation termination,Q9Y2R5
217,217,R-HSA-5419276,Mitochondrial translation termination,Q9NP92
218,218,R-HSA-5419276,Mitochondrial translation termination,Q8N5N7
219,219,R-HSA-5419276,Mitochondrial translation termination,Q9NZE8
220,220,R-HSA-5419276,Mitochondrial translation termination,Q9BYD6
221,221,R-HSA-5419276,Mitochondrial translation termination,Q9Y2R9
222,222,R-HSA-5419276,Mitochondrial translation termination,Q9UGC7
223,223,R-HSA-5419276,Mitochondrial translation termination,O75394
224,224,R-HSA-5419276,Mitochondrial translation termination,Q9Y3D9
225,225,R-HSA-5419276,Mitochondrial translation termination,Q8TCC3
226,226,R-HSA-5419276,Mitochondrial translation termination,Q9Y3D3
227,227,R-HSA-5419276,Mitochondrial translation termination,Q9P0M9
228,228,R-HSA-5419276,Mitochondrial translation termination,Q9NWT8
229,229,R-HSA-5419276,Mitochondrial translation termination,Q9BYD3
230,230,R-HSA-5419276,Mitochondrial translation termination,Q9BYD2
231,231,R-HSA-5419276,Mitochondrial translation termination,Q9Y3D5
232,232,R-HSA-5419276,Mitochondrial translation termination,Q9BYD1
233,233,R-HSA-5419276,Mitochondrial translation termination,P82650
234,234,R-HSA-5419276,Mitochondrial translation termination,Q92665
235,235,R-HSA-5419276,Mitochondrial translation termination,P09001
236,236,R-HSA-5419276,Mitochondrial translation termination,P82930
237,237,R-HSA-5419276,Mitochondrial translation termination,Q7Z7F7
238,238,R-HSA-5419276,Mitochondrial translation termination,P82932
239,239,R-HSA-5419276,Mitochondrial translation termination,Q16540
240,240,R-HSA-5419276,Mitochondrial translation termination,P82933
241,241,R-HSA-5419276,Mitochondrial translation termination,15996
242,242,R-HSA-5368287,Mitochondrial translation,Q96A35
243,243,R-HSA-5368287,Mitochondrial translation,Q96DV4
244,244,R-HSA-5368287,Mitochondrial translation,P46199
245,245,R-HSA-5368287,Mitochondrial translation,Q96EL2
246,246,R-HSA-5368287,Mitochondrial translation,Q7Z2W9
247,247,R-HSA-5368287,Mitochondrial translation,Q96EL3
248,248,R-HSA-5368287,Mitochondrial translation,Q9P015
249,249,R-HSA-5368287,Mitochondrial translation,Q9H0U6
250,250,R-HSA-5368287,Mitochondrial translation,Q8IXM3
251,251,R-HSA-5368287,Mitochondrial translation,Q9BYC9
252,252,R-HSA-5368287,Mitochondrial translation,Q9BYC8
253,253,R-HSA-5368287,Mitochondrial translation,Q9NVS2
254,254,R-HSA-5368287,Mitochondrial translation,Q9BQC6
255,255,R-HSA-5368287,Mitochondrial translation,Q9NX20
256,256,R-HSA-5368287,Mitochondrial translation,Q9NWU5
257,257,R-HSA-5368287,Mitochondrial translation,Q9P0J6
258,258,R-HSA-5368287,Mitochondrial translation,Q9Y6G3
259,259,R-HSA-5368287,Mitochondrial translation,Q9BZE1
260,260,R-HSA-5368287,Mitochondrial translation,Q9HD33
261,261,R-HSA-5368287,Mitochondrial translation,O15235
262,262,R-HSA-5368287,Mitochondrial translation,Q13084
263,263,R-HSA-5368287,Mitochondrial translation,Q9H9J2
264,264,R-HSA-5368287,Mitochondrial translation,Q96GC5
265,265,R-HSA-5368287,Mitochondrial translation,P82921
266,266,R-HSA-5368287,Mitochondrial translation,Q8N983
267,267,R-HSA-5368287,Mitochondrial translation,O75616
268,268,R-HSA-5368287,Mitochondrial translation,P82912
269,269,R-HSA-5368287,Mitochondrial translation,Q9Y676
270,270,R-HSA-5368287,Mitochondrial translation,P82914
271,271,R-HSA-5368287,Mitochondrial translation,P51398
272,272,R-HSA-5368287,Mitochondrial translation,Q969S9
273,273,R-HSA-5368287,Mitochondrial translation,P49411
274,274,R-HSA-5368287,Mitochondrial translation,Q13405
275,275,R-HSA-5368287,Mitochondrial translation,Q9NRX2
276,276,R-HSA-5368287,Mitochondrial translation,Q9NQ50
277,277,R-HSA-5368287,Mitochondrial translation,Q9Y399
278,278,R-HSA-5368287,Mitochondrial translation,Q9BYN8
279,279,R-HSA-5368287,Mitochondrial translation,Q9Y3B7
280,280,R-HSA-5368287,Mitochondrial translation,Q8TAE8
281,281,R-HSA-5368287,Mitochondrial translation,Q6P161
282,282,R-HSA-5368287,Mitochondrial translation,Q15070
283,283,R-HSA-5368287,Mitochondrial translation,P82673
284,284,R-HSA-5368287,Mitochondrial translation,Q96RP9
285,285,R-HSA-5368287,Mitochondrial translation,P82675
286,286,R-HSA-5368287,Mitochondrial translation,Q7Z7H8
287,287,R-HSA-5368287,Mitochondrial translation,P49406
288,288,R-HSA-5368287,Mitochondrial translation,Q96E11
289,289,R-HSA-5368287,Mitochondrial translation,Q96BP2
290,290,R-HSA-5368287,Mitochondrial translation,Q6P1L8
291,291,R-HSA-5368287,Mitochondrial translation,P82909
292,292,R-HSA-5368287,Mitochondrial translation,P52815
293,293,R-HSA-5368287,Mitochondrial translation,Q9H2K0
294,294,R-HSA-5368287,Mitochondrial translation,Q9H2W6
295,295,R-HSA-5368287,Mitochondrial translation,Q9Y2Q9
296,296,R-HSA-5368287,Mitochondrial translation,Q86TS9
297,297,R-HSA-5368287,Mitochondrial translation,Q5T653
298,298,R-HSA-5368287,Mitochondrial translation,Q96DP5
299,299,R-HSA-5368287,Mitochondrial translation,O60783
300,300,R-HSA-5368287,Mitochondrial translation,Q14197
301,301,R-HSA-5368287,Mitochondrial translation,Q4U2R6
302,302,R-HSA-5368287,Mitochondrial translation,P82663
303,303,R-HSA-5368287,Mitochondrial translation,P82664
304,304,R-HSA-5368287,Mitochondrial translation,Q92552
305,305,R-HSA-5368287,Mitochondrial translation,Q9Y291
306,306,R-HSA-5368287,Mitochondrial translation,Q9NYK5
307,307,R-HSA-5368287,Mitochondrial translation,P43897
308,308,R-HSA-5368287,Mitochondrial translation,Q96EY7
309,309,R-HSA-5368287,Mitochondrial translation,Q9BQ48
310,310,R-HSA-5368287,Mitochondrial translation,Q9Y2R5
311,311,R-HSA-5368287,Mitochondrial translation,Q9NP92
312,312,R-HSA-5368287,Mitochondrial translation,Q8N5N7
313,313,R-HSA-5368287,Mitochondrial translation,Q9NZE8
314,314,R-HSA-5368287,Mitochondrial translation,Q9BYD6
315,315,R-HSA-5368287,Mitochondrial translation,Q9Y2R9
316,316,R-HSA-5368287,Mitochondrial translation,Q9UGC7
317,317,R-HSA-5368287,Mitochondrial translation,O75394
318,318,R-HSA-5368287,Mitochondrial translation,Q9Y3D9
319,319,R-HSA-5368287,Mitochondrial translation,Q8TCC3
320,320,R-HSA-5368287,Mitochondrial translation,Q9Y3D3
321,321,R-HSA-5368287,Mitochondrial translation,Q9P0M9
322,322,R-HSA-5368287,Mitochondrial translation,Q9NWT8
323,323,R-HSA-5368287,Mitochondrial translation,Q9BYD3
324,324,R-HSA-5368287,Mitochondrial translation,Q9BYD2
325,325,R-HSA-5368287,Mitochondrial translation,Q9Y3D5
326,326,R-HSA-5368287,Mitochondrial translation,Q9BYD1
327,327,R-HSA-5368287,Mitochondrial translation,P82650
328,328,R-HSA-5368287,Mitochondrial translation,Q92665
329,329,R-HSA-5368287,Mitochondrial translation,P09001
330,330,R-HSA-5368287,Mitochondrial translation,P82930
331,331,R-HSA-5368287,Mitochondrial translation,Q7Z7F7
332,332,R-HSA-5368287,Mitochondrial translation,P82932
333,333,R-HSA-5368287,Mitochondrial translation,Q16540
334,334,R-HSA-5368287,Mitochondrial translation,P82933
335,335,R-HSA-5368287,Mitochondrial translation,Q9H2K0
336,336,R-HSA-5368287,Mitochondrial translation,P46199
337,337,R-HSA-5368287,Mitochondrial translation,15996
338,338,R-HSA-5368286,Mitochondrial translation initiation,Q96A35
339,339,R-HSA-5368286,Mitochondrial translation initiation,Q96DV4
340,340,R-HSA-5368286,Mitochondrial translation initiation,P46199
341,341,R-HSA-5368286,Mitochondrial translation initiation,Q96EL2
342,342,R-HSA-5368286,Mitochondrial translation initiation,Q7Z2W9
343,343,R-HSA-5368286,Mitochondrial translation initiation,Q96EL3
344,344,R-HSA-5368286,Mitochondrial translation initiation,Q9P015
345,345,R-HSA-5368286,Mitochondrial translation initiation,Q9H0U6
346,346,R-HSA-5368286,Mitochondrial translation initiation,Q8IXM3
347,347,R-HSA-5368286,Mitochondrial translation initiation,Q9BYC9
348,348,R-HSA-5368286,Mitochondrial translation initiation,Q9BYC8
349,349,R-HSA-5368286,Mitochondrial translation initiation,Q9NVS2
350,350,R-HSA-5368286,Mitochondrial translation initiation,Q9BQC6
351,351,R-HSA-5368286,Mitochondrial translation initiation,Q9NX20
352,352,R-HSA-5368286,Mitochondrial translation initiation,Q9NWU5
353,353,R-HSA-5368286,Mitochondrial translation initiation,Q9P0J6
354,354,R-HSA-5368286,Mitochondrial translation initiation,Q9Y6G3
355,355,R-HSA-5368286,Mitochondrial translation initiation,Q9BZE1
356,356,R-HSA-5368286,Mitochondrial translation initiation,Q9HD33
357,357,R-HSA-5368286,Mitochondrial translation initiation,O15235
358,358,R-HSA-5368286,Mitochondrial translation initiation,Q13084
359,359,R-HSA-5368286,Mitochondrial translation initiation,Q9H9J2
360,360,R-HSA-5368286,Mitochondrial translation initiation,Q96GC5
361,361,R-HSA-5368286,Mitochondrial translation initiation,P82921
362,362,R-HSA-5368286,Mitochondrial translation initiation,Q8N983
363,363,R-HSA-5368286,Mitochondrial translation initiation,O75616
364,364,R-HSA-5368286,Mitochondrial translation initiation,P82912
365,365,R-HSA-5368286,Mitochondrial translation initiation,Q9Y676
366,366,R-HSA-5368286,Mitochondrial translation initiation,P82914
367,367,R-HSA-5368286,Mitochondrial translation initiation,P51398
368,368,R-HSA-5368286,Mitochondrial translation initiation,Q13405
369,369,R-HSA-5368286,Mitochondrial translation initiation,Q9NRX2
370,370,R-HSA-5368286,Mitochondrial translation initiation,Q9NQ50
371,371,R-HSA-5368286,Mitochondrial translation initiation,Q9Y399
372,372,R-HSA-5368286,Mitochondrial translation initiation,Q9BYN8
373,373,R-HSA-5368286,Mitochondrial translation initiation,Q9Y3B7
374,374,R-HSA-5368286,Mitochondrial translation initiation,Q8TAE8
375,375,R-HSA-5368286,Mitochondrial translation initiation,Q6P161
376,376,R-HSA-5368286,Mitochondrial translation initiation,Q15070
377,377,R-HSA-5368286,Mitochondrial translation initiation,P82673
378,378,R-HSA-5368286,Mitochondrial translation initiation,P82675
379,379,R-HSA-5368286,Mitochondrial translation initiation,Q7Z7H8
380,380,R-HSA-5368286,Mitochondrial translation initiation,P49406
381,381,R-HSA-5368286,Mitochondrial translation initiation,Q96BP2
382,382,R-HSA-5368286,Mitochondrial translation initiation,Q6P1L8
383,383,R-HSA-5368286,Mitochondrial translation initiation,P82909
384,384,R-HSA-5368286,Mitochondrial translation initiation,P52815
385,385,R-HSA-5368286,Mitochondrial translation initiation,Q9H2K0
386,386,R-HSA-5368286,Mitochondrial translation initiation,Q9H2W6
387,387,R-HSA-5368286,Mitochondrial translation initiation,Q9Y2Q9
388,388,R-HSA-5368286,Mitochondrial translation initiation,Q86TS9
389,389,R-HSA-5368286,Mitochondrial translation initiation,Q5T653
390,390,R-HSA-5368286,Mitochondrial translation initiation,Q96DP5
391,391,R-HSA-5368286,Mitochondrial translation initiation,O60783
392,392,R-HSA-5368286,Mitochondrial translation initiation,Q14197
393,393,R-HSA-5368286,Mitochondrial translation initiation,Q4U2R6
394,394,R-HSA-5368286,Mitochondrial translation initiation,P82663
395,395,R-HSA-5368286,Mitochondrial translation initiation,P82664
396,396,R-HSA-5368286,Mitochondrial translation initiation,Q92552
397,397,R-HSA-5368286,Mitochondrial translation initiation,Q9Y291
398,398,R-HSA-5368286,Mitochondrial translation initiation,Q9NYK5
399,399,R-HSA-5368286,Mitochondrial translation initiation,Q96EY7
400,400,R-HSA-5368286,Mitochondrial translation initiation,Q9BQ48
401,401,R-HSA-5368286,Mitochondrial translation initiation,Q9Y2R5
402,402,R-HSA-5368286,Mitochondrial translation initiation,Q9NP92
403,403,R-HSA-5368286,Mitochondrial translation initiation,Q8N5N7
404,404,R-HSA-5368286,Mitochondrial translation initiation,Q9NZE8
405,405,R-HSA-5368286,Mitochondrial translation initiation,Q9BYD6
406,406,R-HSA-5368286,Mitochondrial translation initiation,Q9Y2R9
407,407,R-HSA-5368286,Mitochondrial translation initiation,O75394
408,408,R-HSA-5368286,Mitochondrial translation initiation,Q9Y3D9
409,409,R-HSA-5368286,Mitochondrial translation initiation,Q8TCC3
410,410,R-HSA-5368286,Mitochondrial translation initiation,Q9Y3D3
411,411,R-HSA-5368286,Mitochondrial translation initiation,Q9P0M9
412,412,R-HSA-5368286,Mitochondrial translation initiation,Q9NWT8
413,413,R-HSA-5368286,Mitochondrial translation initiation,Q9BYD3
414,414,R-HSA-5368286,Mitochondrial translation initiation,Q9BYD2
415,415,R-HSA-5368286,Mitochondrial translation initiation,Q9Y3D5
416,416,R-HSA-5368286,Mitochondrial translation initiation,Q9BYD1
417,417,R-HSA-5368286,Mitochondrial translation initiation,P82650
418,418,R-HSA-5368286,Mitochondrial translation initiation,Q92665
419,419,R-HSA-5368286,Mitochondrial translation initiation,P09001
420,420,R-HSA-5368286,Mitochondrial translation initiation,P82930
421,421,R-HSA-5368286,Mitochondrial translation initiation,Q7Z7F7
422,422,R-HSA-5368286,Mitochondrial translation initiation,P82932
423,423,R-HSA-5368286,Mitochondrial translation initiation,Q16540
424,424,R-HSA-5368286,Mitochondrial translation initiation,P82933
425,425,R-HSA-5368286,Mitochondrial translation initiation,Q9H2K0
426,426,R-HSA-5368286,Mitochondrial translation initiation,P46199
427,427,R-HSA-611105,Respiratory electron transport,P00395
428,428,R-HSA-611105,Respiratory electron transport,Q9H8M1
429,429,R-HSA-611105,Respiratory electron transport,O75306
430,430,R-HSA-611105,Respiratory electron transport,O43676
431,431,R-HSA-611105,Respiratory electron transport,Q9H845
432,432,R-HSA-611105,Respiratory electron transport,O43674
